Pct_2,Pct_1,Outcome,Net_immigration,Population,Populationdensity,GDHIPH,GGDHI,Taxes,Benefits,Median_age,0to10,10to20,20to30,30to40,40to50,50to60,60to70,70to80,80to90
41.89,58.11,1,2.3,50878,106,18089,-0.539374326,2908.92,4442,46.1,12.21,10.74,9.98,10.41,14.78,15.23,13.38,8.58,4.81
51.07,48.93,2,3.4,112545,152,19285,1.112140871,2638.94,3918.43,46,12.2,11.84,9.87,10.09,14.18,14.7,13.39,8.83,5.37
62.94,37.06,2,9.4,205029,5396,27213,2.384419367,5994.27,5613.84,36.3,15.64,9.76,14.41,19.47,14.55,11.3,7.76,4.87,3.02
46.66,53.34,1,2.2,79789,87,18674,0.878972279,2243.42,3822.58,46.1,12.6,11.16,9.35,10.4,13.78,14.4,13.73,9.27,5.38
44.77,55.23,1,1.8,100014,115,18850,2.371967655,2979.58,4269.4,47.1,11.61,10.75,9.75,10.45,14.2,14.63,14.4,9.52,5.34
53.09,46.91,2,4.3,147089,440,22839,0.777511962,4323.91,4901.79,43.4,13.61,11.09,9.48,12.62,15.17,13.66,11.56,7.8,5.26
34.52,65.48,1,1.7,140398,2600,14968,-0.615238997,2101.17,3504.32,36.4,14.93,12.6,15.8,11.66,11.94,12.88,9.95,6.4,3.74
48.59,51.41,1,4.7,264479,856,20039,4.525862069,3697.84,4930.45,37,16.92,11.38,12.21,16.36,14.54,12.12,9.37,5.04,2.68
53.08,46.92,2,4.8,86223,334,27469,-0.498132005,5787.32,5462.58,46.5,12.32,11.24,8.89,10.71,15.05,15.1,12.48,9.19,6.18
42.24,57.76,1,2,179236,238,23355,0.599808061,4245.8,4865.09,49.7,10.9,9.98,9.05,9.16,12.96,14.54,14.74,11.05,7.75
39.61,60.39,1,2.4,119570,184,16353,1.239669421,2258.09,3863.85,44.9,12.52,10.77,11.16,10.79,14.21,14.39,12.89,8.79,4.68
50.7,49.3,2,1.6,296478,2624,16180,1.668806162,2391.41,4027.28,32.8,12.47,13.5,21.01,11.99,11.1,11.13,8.7,5.51,3.61
36.96,63.04,1,1,128467,609,18189,2.869757174,2926.82,4374.66,41.8,11.21,12.12,14.23,11.21,13.24,13.13,11.81,8.15,4.58
52.84,47.16,2,10.7,340978,9472,18537,5.588624339,2645.33,4592.67,31.1,16.87,12.05,21.2,19.8,12.48,9.05,5.17,2.87,1.5
42.96,57.04,1,1.8,94615,87,18916,0.845070423,2219.52,3815.46,47.1,11.9,10.31,10.22,10.03,13.19,14.35,13.87,10.13,5.97
43.6,56.4,1,2.9,71064,117,20469,0.276243094,2744.01,3897.89,47,11.42,11.17,9.76,10.13,12.86,14.29,14.17,9.84,6.1
37.22,62.78,1,0.8,100423,364,15352,0.260078023,2091.15,3923.4,47.1,11.06,10.2,10.4,10.21,14.12,14.69,13.96,10.2,5.13
30.13,69.87,1,1.9,159144,829,15039,0.166666667,2224.4,3839.29,42.3,13.72,11.02,12.8,11.33,13.38,13.74,11.64,7.92,4.82
54.37,45.63,2,2.7,132747,354,23554,1.198186528,5265.66,5363.59,41.7,13.95,10.58,10.7,13.61,15,13.3,10.55,7.34,4.83
37.74,62.26,1,12.2,113297,123,16992,0.677789364,2356.64,3857.12,45.8,11.89,10.62,10.36,11.06,14.34,14,12.93,9.96,5.1
33.7,66.3,1,3.4,170786,202,14953,0.829056455,2207.44,3823.5,43.8,12.99,10.75,11.55,11.44,13.61,14.29,12.53,8.24,4.56
41.09,58.91,1,1.4,103752,108,17587,1.44766147,1889.12,3730.05,53,9.54,9,8.49,8.29,11.65,14.59,17.33,12.8,8.12
47.83,52.17,1,2.4,211681,566,19982,1.09916368,3117.9,4587.09,45.5,12.7,10.42,9.64,11.28,14.02,13.6,13.05,9.48,5.79
46.6,53.4,1,2.7,203307,2479,15370,0.128,2233.08,4072.66,43.3,12.62,10.34,11.21,13.04,14.07,14.35,12.11,7.65,4.7
33.12,66.88,1,3.2,63229,223,20624,2.196078431,3890.62,4871.18,45.5,11.76,10.59,10.79,10.77,14.72,14.84,13.01,8.87,4.55
39.3,60.7,1,1.6,98644,354,18256,0.95505618,2960.14,4419.93,43.7,12.54,11.08,11.06,11.46,15.24,13.95,12.38,7.92,4.1
41.62,58.38,1,2.4,225474,2784,20006,2.886597938,3703.31,4661.29,36.7,15.57,11.56,13.78,14.7,13.57,11.89,9.38,5.69,3.37
45.89,54.11,1,2.5,316002,63,18016,-2.422794745,2765.81,4041.11,47.4,11.19,10.34,10.2,10.53,13.31,15.64,14.52,9.45,5.23
56.24,43.76,2,3.5,141041,3616,18459,2.582439412,3048.76,4105.19,33.4,12.64,12.19,20.67,13.94,11.66,9.98,8.45,5.67,3.9
49.16,50.84,1,4.8,325282,4337,12232,0.48052605,1942.93,3357.09,30,13.68,15.51,22.15,12.81,11.25,9.78,7.22,4.45,2.95
33.99,66.01,1,2.3,127019,1608,20471,2.670856245,3960.04,4896.91,41.6,13.85,11,12.28,12.55,13.92,13.29,11.65,7.92,4.01
45.42,54.58,1,1.4,55825,2326,17996,-0.787401575,2937.75,4442.45,43.5,12.25,13.38,10.71,10.99,13.23,13.71,11.29,8.65,6.04
39.14,60.86,1,1.4,232724,1639,15023,0.086009174,2148.47,3837.16,37,15.96,12.89,13.07,12.64,13.3,12.14,9.87,6.54,3.38
70.27,29.73,2,2.5,161291,3506,25585,2.555498193,5009.58,5090.18,30.1,12.13,14.5,22.81,13.63,10.1,8.9,6.72,4.46,2.99
36.85,63.15,1,2,90588,536,14628,0.15128593,2020.14,3874.69,39.5,15.2,11.18,12.28,13.02,12.83,12.61,11.54,7.16,4.05
39.11,60.89,1,10.1,197095,575,16563,1.180124224,2602.81,4475,36.1,16.75,11.12,13.91,15,13.38,11.44,9.03,5.57,3.58
40.06,59.94,1,3,264199,3302,15147,-1.316116216,1960.64,3932.64,37.9,12.8,12.11,15.63,12.15,12.41,12.37,10.3,7.22,4.26
41.83,58.17,1,3.2,151500,2331,18534,0.107526882,2917.49,4138.61,43.9,12.47,10.55,10.84,12.12,13.58,13.28,12.03,8.65,5.91
41.92,58.08,1,3.9,214832,5371,15066,1.580278129,1996.91,3779.7,33.8,13.47,13.02,18.86,13.06,12.41,11.27,8.25,5.44,3.48
46.69,53.31,1,1.7,141801,999,18057,-0.856364344,2849.06,4076.13,35.3,14.22,13,16.89,12.42,12.71,11.94,8.87,5.84,3.53
40.93,59.07,1,2.3,46336,115,20956,0,2697.69,3906.25,49.2,10.95,10.13,9.37,9.48,12.77,14.74,15.21,10.87,6.44
58.03,41.97,2,6.4,162666,4067,24114,3.645970938,5440.6,5495.92,34.1,15.5,11.79,17.2,16.73,13.19,10.45,7.21,4.78,3.12
53.97,46.03,2,5.4,299249,5344,20933,3.545633618,2954.06,4598.18,34.9,16.36,12.39,14.81,16.87,13.45,11.05,7.82,4.77,3.13
33.81,66.19,1,0.8,135404,553,14529,-1.500750375,2008.8,3508.02,44.7,12.67,10.74,11.83,10.62,13.05,14.39,12.79,9.14,4.8
37.71,62.29,1,2.9,84971,1574,19720,1.512401694,3142.25,4201.43,39.8,14.26,11.05,12.21,14,13.63,12.79,12.05,6.7,3.41
49.51,50.49,1,3.8,145648,1129,27010,0.025490696,5945.84,5389.71,41.2,14.57,10.52,10.46,13.97,14.93,13.24,10.3,6.85,4.86
43.61,56.39,1,3,58826,101,18086,-0.374181478,2634.89,4096.83,47.2,11.21,11.69,9.28,9.29,14.7,15.63,13.54,9.3,5.38
69.29,30.71,2,6.8,195846,3436,33258,4.07181789,7796.94,6050.67,39.9,15.31,10.08,9.95,16.32,16.58,12.54,9.43,5.75,3.66
43.22,56.78,1,1.5,53732,41,21131,4.403669725,3349.96,4336.34,42.2,11.77,11.2,14.87,11.18,12.9,13.62,12.25,8.19,4.25
39.93,60.07,1,2,216165,1368,15255,-0.422450211,2174.27,3844.29,38.2,15.28,12.01,13.3,12.74,13.58,12.71,10.41,6.45,3.57
33.39,66.61,1,0.9,85670,507,19802,3.098420413,3443.45,4575.7,45.8,11.61,11.03,10.42,10.44,14.66,14.23,13.01,9.26,5.34
39.32,60.68,1,2.3,69886,506,15285,-0.280373832,2060.5,3863.43,42.3,13.82,10.94,11.46,11.94,14.86,13.95,12.2,6.9,3.74
41.47,58.53,1,1.8,93551,184,19988,0.213447172,3196.12,3997.82,52.3,10.3,9.71,8.33,7.98,12.17,14.63,16.62,12.42,8.23
32.11,67.89,1,1.6,261930,913,15465,1.40070035,2111.25,3745.28,42.3,13.56,11.25,12.13,11.68,13.89,13.73,11.51,8.11,4.18
43.3,56.7,1,3.3,103815,296,20935,2.416356877,3987.86,4941.48,41.8,14.13,11.46,11.25,13.23,14.62,13.31,10.76,8.09,4.52
45.74,54.26,1,4.7,86889,1114,28987,1.912901913,6951.4,5719.94,38.5,12.35,12.26,16.04,12.03,13.35,12.52,9.51,6.65,4.65
57.55,42.45,2,1.7,115204,282,20021,2.580071174,3932.16,4860.94,43.9,12.65,11.1,10.6,11.67,14.68,13.97,11.92,8.14,5.2
41.79,58.21,1,3.8,96327,2470,23466,2.036199095,4837.69,5201.03,37.5,14.57,10.83,14.38,15.05,15.03,12.43,8.69,5.66,3.07
49.43,50.57,1,2.3,38606,101,18254,0.708215297,2875.2,4481.17,46.3,10.83,12.2,10.49,10.53,13.49,13.84,13.7,10.01,5.76
44.74,55.26,1,2.1,53486,35,20366,2.427637722,3122.31,4356.28,49.6,10.71,10.41,9.31,8.95,13.57,15.62,15.32,10.65,6.11
43.19,56.81,1,3.8,248726,2564,18564,1.119648738,3811.42,4583.36,35.2,14.77,10.96,17.08,14.85,12.51,11.56,8.78,5.87,3.34
33.28,66.72,1,0.9,322712,3752,13164,0.520710059,1645.43,3293.96,36.4,16.16,12.13,13.71,13.9,13.56,11.67,8.71,6.43,3.66
38.01,61.99,1,3.2,107824,132,19703,0.188058298,3079.09,4340.41,49,11.03,9.91,10.49,9.23,12.44,15.09,15.23,10.72,6.13
38.8,61.2,1,3.6,121436,215,18673,0.845571874,2602.19,3895.06,45.9,12.49,10.98,10.42,10.07,13.54,14.38,13.47,9.16,5.36
51.87,48.13,2,1.7,274261,1769,17672,-0.225965489,2329.9,3908.69,45.9,12.01,10.51,11.31,10.39,13.05,15.03,12.69,9.26,5.92
40.83,59.17,1,3.3,86667,145,20773,2.265005663,3288.45,4338.44,44.5,12.89,10.46,10.7,11.62,14.85,15.08,12.61,7.93,4.15
45.62,54.38,1,3,119142,323,25029,-2.647058824,5648.72,5077.97,44,14.03,10.98,9.45,11.42,14.61,13.69,12.18,8.25,5.25
49.01,50.99,1,2.2,575424,1564,15057,2.235628105,2205.33,3871.93,35.7,12.87,13.16,17.9,12.13,12.69,11.26,9.09,6.64,3.98
37.75,62.25,1,4.7,111190,311,17390,0.207576544,2293.37,3849.27,46.1,11.99,10.34,10.7,10.48,13.57,13.9,13.85,9.25,5.73
43.13,56.87,1,1.9,313373,98,18856,1.506849315,2814.54,4129.26,46.7,11.22,10.75,10.63,10.36,13.74,14.61,13.68,9.77,5.52
45.67,54.33,1,9.3,147181,4460,22953,3.732028143,5279.21,5517.02,34,19.17,12.14,13.32,18.7,13.81,10.33,6.82,3.73,2.32
43.84,56.16,1,3.2,211763,1190,21927,1.705290774,4523.93,4840.32,43.6,13.3,11.49,10.98,11.21,13.99,13.76,11.54,8.48,5.38
49.3,50.7,1,3.5,69636,494,27802,0.622083981,5586.19,5342.06,44.6,13.64,10.76,9.71,11.47,14.61,14.49,11.31,8.35,5.87
60.23,39.77,2,3.7,156468,173,21331,3.354037267,4243.68,5195.95,42.4,13.92,11.09,9.66,13.06,15.18,13.57,11.24,7.45,4.51
39.65,60.35,1,1.2,100334,297,19352,2.913135593,3578.05,4614.59,42.3,13.2,11.4,11.28,12.5,15.45,13.72,11.72,7.13,3.63
47.32,52.68,1,2.3,277623,559,21136,2.077151335,3317.45,4570.95,41.1,13.18,11.43,12.38,12.66,14.22,13.14,10.46,7.71,4.43
52.85,47.15,2,1.9,84306,95,19561,0.060313631,2194.39,3831.28,50.6,10.65,10.09,8.32,8.99,13.06,15.87,16.52,10.83,6.26
26.41,73.59,1,1.7,92387,123,16634,0.588235294,2327.17,3853.36,45.8,12.06,10.13,10.71,10.91,13.4,13.86,13.42,9.84,5.78
40.07,59.93,1,5.6,140193,149,17145,0.332225914,2368.16,3866.1,45.5,12.65,10.91,9.99,10.98,14.27,14.63,13.24,8.84,4.96
52.86,47.14,2,2.1,103274,67,20382,0.71394574,2459.48,4018.44,50.3,9.8,10.18,8.54,9.43,13.54,15.56,15.62,11.09,6.73
48.31,51.69,1,3.9,132837,146,17619,1.253241141,2333.69,3922.1,46.1,12.33,10.73,9.24,10.93,14,13.94,13.47,9.75,5.67
45.66,54.34,1,2,89959,142,20271,2.072829132,3523.83,4679.91,45,12.94,11.25,8.97,10.89,15.77,14.99,12.75,7.98,4.3
54.98,45.02,2,1.9,138128,203,23358,2.040816327,4532.03,5328.39,44,13.5,10.98,10.05,11.96,15.15,14.03,11.57,8.51,4.95
41.44,58.56,1,3.4,110118,974,17585,-1.27420999,2688.03,4095.61,43.9,12.79,10.7,11.19,11.56,14.47,13.98,12.26,8.52,4.51
42.75,57.25,1,2.9,165645,173,18506,0.097434232,2571.76,3924.05,46.7,12.2,10.58,10.41,10.18,13.22,14,14.07,9.84,5.98
35.15,64.85,1,3.6,111180,273,18166,1.917255298,2806.26,4389.28,47.2,10.42,10.47,10.93,9.91,14.2,15.07,13.48,10.22,5.25
37.95,62.05,1,1.2,149418,2335,14892,0.225529995,2228.65,4062.43,43.6,12.41,10.67,12.37,11.52,13.3,14.89,12.15,7.72,4.78
46.2,53.8,1,6.7,254275,5086,14797,0.243506494,2048.96,4046.8,32.3,13.27,13.24,20.73,13.63,11.05,10.29,7.84,5.09,3.29
41.92,58.08,1,3.1,179799,4281,19088,3.35832084,3248.07,4566.21,41.5,13.88,10.82,11.55,13.4,14.48,12.87,10.87,7.47,5.06
72.81,27.19,2,8.5,313223,10801,23284,1.241802707,4182.32,5213.54,32.9,13.89,9.72,21.52,19.65,13.51,10.61,5.56,3.17,1.83
39.7,60.3,1,2.8,98902,2198,27988,0.618181818,6683.38,5753.17,41.5,13.87,10.19,11.13,14.05,14.51,13.61,10.23,7.61,4.73
62.71,37.29,2,3.7,146282,909,25098,0.572363042,5270.64,5393.69,40.3,15.89,11.24,10.07,14.19,15.84,12.66,9.63,6.55,4.39
43.38,56.62,1,5.1,112938,172,19098,1.594746717,3019.36,4258.97,43.7,12.7,10.46,11.92,11.93,13.96,12.93,12.19,8.99,5.27
41.98,58.02,1,0.9,178455,1312,15305,1.260192735,2157.41,3888.94,43,12.82,10.74,12.3,11.62,13.94,13.72,12.21,8.44,4.19
44.01,55.99,1,1.4,134155,224,18399,3.0163385,2832.54,4368.08,44.7,11.64,10.25,11.91,11.13,14.16,13.99,12.54,9.21,4.77
35.27,64.73,1,1.3,98069,170,17670,1.402688486,2773.56,4394.86,47.5,10.78,10.59,9.79,9.75,14.75,14.8,14.39,10.05,5.16
40.75,59.25,1,1.7,87081,3349,23555,0.982318271,5500.63,5374.31,38,14.97,11.02,13.78,14.21,13.82,13.48,8.97,5.96,3.98
52.33,47.67,2,1.4,290557,2306,17833,1.214257736,2502.09,4140.32,42.6,13.63,10.7,11.07,12.46,14.04,13.7,11.32,7.93,4.86
38.27,61.73,1,1.1,195681,955,15395,-1.66232073,2437.64,3873.65,40.3,14,11.44,13.01,12.39,13.42,13.72,11.03,7.04,4.03
30.64,69.36,1,1.9,253226,2723,14075,2.29226361,1986.37,3664.71,37.9,14.79,11.41,14.62,12.68,13.06,12.43,10.5,6.96,3.67
48.44,51.56,1,5.3,122276,125,21265,2.380952381,3753.8,4915.11,48.2,11.32,10.34,9.12,9.91,14.42,14.98,14.04,10.54,6.15
54.61,45.39,2,2.2,117381,255,20196,-0.419815281,3544.01,4506.69,45.8,12.28,10.85,9.5,10.51,15.01,14.79,13.29,8.83,4.98
47,53,1,5,125955,141,18722,2.22127296,2889.92,4303.12,49.3,11.29,10.96,8.62,9.26,13.68,15.09,15.12,10.62,6.82
38.66,61.34,1,0.8,277962,2029,14998,3.175390722,2065.03,3604.81,42.2,12.28,10.87,13.94,11.42,13.27,14.29,11.88,7.63,4.15
49.02,50.98,1,0.6,88705,707,27736,-0.646203554,6617.44,5749.39,41.8,13.2,11.35,10.17,12.05,15.65,14.21,10.75,7.82,4.76
46.28,53.72,1,4.2,202220,4596,24968,2.251064693,5686.88,5563.25,38.8,15.08,10.94,11.61,15.59,15.32,12.49,9.06,5.88,3.85
37.54,62.46,1,3.4,145042,388,17942,2.040816327,2888.82,4302.2,41.5,14.21,11.55,11.7,11.86,13.62,13.55,11.71,7.72,3.95
45.34,54.66,1,3.7,217905,947,18536,2.34907805,3386.8,4910.4,39.6,14.81,11.01,12.01,14.29,15.17,13.37,9.81,6.12,3.67
38.86,61.14,1,1.7,223189,2167,17208,1.15942029,2567.33,4148.95,40.5,14.28,11.02,12.82,12.4,14.09,13.61,10.94,7.16,3.62
32.53,67.47,1,0.7,76955,2482,18260,1.884057971,2910.79,4392.18,40.9,13.72,11.46,12.28,12.71,14.44,12.92,11.71,7.31,3.49
47.16,52.84,1,3.3,86665,349,26830,-0.980810235,5827.04,5388.57,44,13.26,11.07,9.69,11.78,14.8,14.21,11.77,7.96,5.24
47.08,52.92,1,2.7,115515,250,18909,0.920386562,2623.04,3912.91,44.8,12.69,10.67,11.22,11.16,13.47,13.7,12.68,8.77,6
46.1,53.9,1,1.7,129856,193,18826,1.032631144,2210.14,3811.91,48.6,11.29,9.89,9.42,9.85,13.2,14.93,14.89,10.13,6.4
36.78,63.22,1,3,172976,596,16291,2.610587382,2428.08,4226.02,39.4,14.51,12.23,12.79,12.66,14.31,12.84,10.84,6.9,3.31
30.5,69.5,1,1.6,142598,422,16988,2.31092437,2840.15,4326.85,50.2,11.35,10.16,9.46,8.53,12.1,13.9,15.7,12.12,7.18
48.06,51.94,1,3.2,122044,194,24155,2.593360996,4580.32,4891.68,44.7,13.23,10.72,10.24,11.19,14.84,14.46,12.39,8.58,4.93
46.75,53.25,1,2.8,88589,214,20205,1.016374929,3521.88,4492.66,45,12.89,10.05,10.13,11.61,14.22,14.02,12.61,9.06,5.28
36.15,63.85,1,2.4,140652,1366,17009,-0.291423813,2275.12,3860.59,44.4,13.27,11.33,11.04,10.56,12.55,13.19,13.41,9.17,5.55
48.73,51.27,1,3.5,92533,1040,24613,1.018600531,5273.79,5371.06,41.4,14.22,11.37,10.59,13.19,14.93,13.55,10.36,7.05,4.84
27.72,72.28,1,3.5,167025,1025,17507,3.220161008,2957.64,4047.3,37,16.63,11.84,13.02,15.03,14.79,11.85,9.22,5.41,3.01
44.3,55.7,1,3.1,127293,530,25094,-1.266996292,5876.21,5082.76,42.3,13.84,12.32,10.24,11.79,15.25,13.69,10.84,7.68,4.31
36.84,63.16,1,2.2,133883,2125,17069,1.235657546,1792.61,3704.73,48,11.81,10.09,10.2,9.64,12.84,14.41,14.39,10.5,6.47
39.17,60.83,1,1.3,66977,68,18452,1.144726083,2179.85,3807.28,49.4,11.24,9.91,9.22,9.23,12.77,15.19,16.08,10.59,5.8
67.46,32.54,2,8.8,304854,15243,23227,2.88489844,5953.67,5609.24,30.6,14.71,10.89,24.69,21.89,11.34,7.13,4.29,2.34,1.39
57.69,42.31,2,2.4,234673,2214,19021,0.360441541,3609.28,4585.1,40.5,14.73,11.48,10.46,13.79,14.87,13.29,9.87,6.85,4.42
54.89,45.11,2,2.4,117069,354,25407,-1.616628176,5885.42,5091.01,42.4,13.68,11.93,10.03,12.61,15.51,13.44,10.72,7.27,5.02
49.32,50.68,1,2.7,86188,134,23660,2.458605118,4339.35,4791.85,43.9,13.65,11.66,9.51,11.31,15.47,14.63,11.59,7.53,4.72
56.7,43.3,2,4.1,128738,223,23042,3.059805285,4528.58,5282.05,42.8,13.24,11.28,10.46,12.58,14.22,13.73,11.41,8.05,4.91
33.64,66.36,1,2.7,336834,994,15955,1.701966717,2060.36,3859.47,42.2,13.37,10.59,12.51,12.18,14.28,13.78,11.56,7.67,4.09
32.14,67.86,1,1.2,278715,2680,13791,-0.388500389,1761.66,3458.73,38.5,15.12,12.11,13.14,12.43,13.24,12.24,9.9,7.59,4.24
59.1,40.9,2,11.7,275843,7073,21595,4.004214963,3016.21,4538.81,34.2,16.23,10.74,16.08,18.37,14.09,10.54,6.77,4.04,2.51
75.03,24.97,2,9.6,316096,9297,37288,3.469704816,10417.72,7627.43,33.5,14.01,8.01,21.72,23.49,13.39,9.02,6.09,3.78,2.15
45.73,54.27,1,2.2,208809,1154,19377,2.170073177,3304.46,4616.66,41.7,13.28,11.12,12,12.7,14.82,13.78,10.92,7.61,3.79
58.78,41.22,2,1.1,140411,496,22630,2.934463645,4045.27,4835.8,40,12.07,11.46,14.96,12.29,13.66,12.41,10.38,7.43,4.63
49.73,50.27,1,2.8,96773,4608,24854,0.882723834,5559.4,5352.73,36.1,15.99,10.84,13.77,17.41,14.46,11.15,7.72,5.09,3.33
37.1,62.9,1,1.7,116514,315,17690,1.717369971,2858.03,4265.58,47.5,12.05,10.38,10.42,9.84,12.76,13.38,14.36,10.67,6.66
58.39,41.61,2,4.8,123768,359,27506,-0.087463557,6350.59,5793.1,44.3,13.72,12.26,8.43,11.24,15.21,13.67,11.5,8.65,5.94
45.5,54.5,1,2.2,157575,189,20948,0.485584219,3388.86,3985.4,48.3,11.62,10.72,8.78,9.45,13.86,14.98,14.24,10.26,6.35
37.58,62.42,1,3.5,78191,480,17989,1.147776184,2992.67,4335.54,41.8,14.86,11.31,10.66,12.29,14.5,13.07,11.93,7.48,4.08
47.01,52.99,1,3.4,121996,938,24690,4.038997214,5582.15,5319.85,35.3,13.21,12.96,17.46,13.05,12.12,11.61,8.44,5.89,4.42
51.78,48.22,2,2.9,156837,223,22997,3.226719502,5056.2,5553.54,42.7,13.94,11.94,10.34,12.24,15.54,14.29,11.46,7.3,4.02
46.8,53.2,1,1.7,54582,47,18492,0.796812749,2198.53,3829.1,50.2,10.91,10.02,8.37,9.16,13.04,15.97,15.83,10.74,6.22
48.97,51.03,1,1.7,101382,94,20308,0,2613.88,3906.02,51.5,10.1,10.21,8.27,8.15,12.52,15.06,16.21,11.92,7.64
44.69,55.31,1,1.3,113401,327,18623,1.886792453,2513.21,4091.67,44.2,11.68,12.83,12.21,9.26,13.5,14,12.48,8.97,4.72
38.18,61.82,1,2.6,93734,81,16597,-0.573979592,2325.73,3851.32,47.3,11.82,10.77,9.79,9.78,13.67,15.08,14.38,9.85,5.01
53.66,46.34,2,8.3,108674,152,22763,1.517637408,4499.7,5291.05,43.8,13.03,10.49,10.74,12.09,14.36,13.98,11.78,8.37,5.18
39.41,60.59,1,2.5,34306,47,17632,-1.458670989,2361.1,3906.02,54.6,9.42,8.78,8.53,7.54,10.74,15.49,18.23,13.33,8.39
68.97,31.03,2,14.2,247614,11791,50910,0.464850758,12907.19,7301.69,35.5,11.81,9.14,17.42,20.02,13.99,10.34,7.5,4.68,2.77
38.96,61.04,1,2.2,65371,1556,20443,-0.741839763,2768.81,3900.81,47.4,11.41,10.54,10.31,9.93,13.15,14.66,14.54,9.75,5.78
36.1,63.9,1,1.3,323060,1718,15431,-0.3393891,2442.27,3977.59,42.1,13.21,10.95,12.29,12.24,14.82,13.54,11.63,7.86,3.56
47.51,52.49,1,2.5,488409,150,20292,0.341536916,3347.6,4545.37,44.2,13.3,11.22,10.69,11.31,14.53,14.12,12.2,8.36,5
58.93,41.07,2,2.7,121965,185,25232,1.470107808,4665.27,4903.05,43.1,12.67,13.28,11.05,10.96,14.03,13.63,11.64,8.24,5.39
53.9,46.1,2,4.9,148814,755,24446,3.33239198,5019.69,5523.67,41.7,13.93,11.74,10.24,13.54,15.43,13.25,10.35,7.28,4.77
51.7,48.3,2,1.2,321238,2046,17362,-0.621780068,2614.88,4099.76,44.1,13.12,10.94,11.26,11.19,13.45,14.23,12.45,8.47,5.14
56.15,43.85,2,3.6,99695,1558,28064,0.070323488,6800.74,5847.84,40.4,15.79,10.57,10.51,15.41,15.54,13.01,9.88,6.49,4.48
56.69,43.31,2,2.8,161878,904,23795,3.355525965,5028.48,5535.03,41.6,14.74,11.82,9.9,13.19,15.61,13.84,10.43,7.11,4.06
37.43,62.57,1,1.5,256621,3719,13926,1.46851172,1882.15,3444.77,37.8,15.08,11.62,14.38,13.14,13.56,12.06,9.38,6.92,4.36
46.32,53.68,1,3,102338,3101,20618,2.586627623,3234.38,4172.45,37.9,13.19,12.01,15.16,12.95,13.69,12.18,9.85,6.56,3.96
47.01,52.99,1,2.8,108605,3291,21764,1.062473438,2955.67,4106.62,44.6,12.61,10.15,10.42,12.41,14.61,13.48,11.83,8.64,6.4
42.14,57.86,1,0.9,122943,185,19773,2.699283003,2960.72,4197.07,47.6,11.58,10.32,9.3,10.07,14.17,14.89,14.26,9.85,5.67
51.97,48.03,2,3.6,176868,544,26313,-0.453074434,5682.2,5286.43,40.4,14.27,11.92,11.1,12.85,14.49,12.62,10.26,7.27,4.31
36.23,63.77,1,1,110261,391,15717,0.875145858,2076.89,3818.21,48.8,10.7,10.26,9.95,9.36,12.82,14.51,14.3,11.25,6.58
36.85,63.15,1,1.7,99902,512,18897,1.558301988,2962.9,4194.11,46,12.17,10.11,10.58,10.61,14.05,13.32,13.92,10.09,5.2
58.04,41.96,2,3.3,208367,766,18070,1.465400271,3244.28,4511.27,37.8,11.09,12.85,17.19,11.87,12.46,11.92,10.18,7.19,4.51
